Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Shift_Description,Hour_of_Day,Pedestrian_Cause_Description,Involved_Vehicle_Type,Gender_Description,Age,Person_Type_Description,Pedestrian_Accident_Location_Description,Pedestrian_Movement_Reason_Description,Driver_Movement_Reason_Description,Victimization_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S006532    ,Sant Andreu,Navas,Felip II,Saturday,2023,11,November,4,Morning,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Woman,69,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432327.94,4585764.31,2.189083714,41.418738399,2023-11-04 10:00:00
2023S006533    ,Horta-Guinardó,la Vall d'Hebron,Dalt (Llobregat),Saturday,2023,11,November,4,Morning,,Not caused by the pedestrian,Car,Woman,30,Passenger,Desconegut,Unknown,Unknown,Minor injury: Refused medical assistance,428543.18,4586839.61,2.143671306,41.428095331,2023-11-04 12:00:00
2023S006535    ,Gràcia,la Salut,Dalt,Saturday,2023,11,November,4,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,35,Driver,Desconegut,Unknown,On a mission,Minor injury: Medical assistance at accident site,429512.89,4584781.74,2.155515652,41.409646612,2023-11-04 15:00:00
2023S006536    ,Eixample,la Dreta de l'Eixample,Diagonal,Saturday,2023,11,November,4,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,40,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430278.77,4583465.06,2.164830013,41.397854559,2023-11-04 15:00:00
2023S006537    ,Eixample,la Nova Esquerra de l'Eixample,Mallorca,Saturday,2023,11,November,4,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,40,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,429111.09,4582080.84,2.151025111,41.385285227,2023-11-04 18:00:00
2023S006538    ,Eixample,la Sagrada Família,Rosselló,Saturday,2023,11,November,4,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,47,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430793.62,4584087.64,2.170917114,41.403506438,2023-11-04 17:00:00
2023S006539    ,Eixample,l'Antiga Esquerra de l'Eixample,Diputació,Saturday,2023,11,November,4,Afternoon,,Disobeying the traffic light signal,Bicicleta,Woman,54,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Medical assistance at accident site,429887.54,4582093.8,2.160309201,41.385470037,2023-11-04 20:00:00
2023S006540    ,Eixample,la Dreta de l'Eixample,Casp,Saturday,2023,11,November,4,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,49,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431085.84,4582832.69,2.174555689,41.392228606,2023-11-04 15:00:00
2023S006541    ,Sants-Montjuïc,Sants - Badal,Jaume Roig,Saturday,2023,11,November,4,Afternoon,,Not caused by the pedestrian,Bus,Woman,32,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,426948.76,4581205.82,2.125271446,41.377210716,2023-11-04 19:00:00
2023S006542    ,Sant Martí,el Clot,Aragó,Sunday,2023,11,November,5,Night,,Not caused by the pedestrian,Motorcycle,Man,46,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,432452.27,4585012.66,2.190655333,41.41197898,2023-11-05 02:00:00
2023S006543    ,Sarrià-Sant Gervasi,les Tres Torres,Vergós,Sunday,2023,11,November,5,Night,,Not caused by the pedestrian,Motorcycle,Woman,45,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,427047.2,4583369.73,2.126187818,41.396709116,2023-11-05 00:00:00
2023S006544    ,Horta-Guinardó,la Vall d'Hebron,Dalt (Llobregat),Saturday,2023,11,November,4,Night,,Not caused by the pedestrian,Car,Man,38,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,428677.38,4587217.83,2.145232607,41.431513732,2023-11-04 23:00:00
2023S006546    ,Eixample,l'Antiga Esquerra de l'Eixample,París,Thursday,2023,11,November,2,Night,,Not caused by the pedestrian,Motorcycle,Man,57,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,429173.98,4582876.38,2.151684146,41.392455923,2023-11-02 22:00:00
2023S006547    ,Sant Martí,el Poblenou,Litoral (Besòs),Sunday,2023,11,November,5,Morning,,Not caused by the pedestrian,Car,Woman,25,Passenger,Desconegut,Unknown,Unknown,Minor injury: Refused medical assistance,433600.12,4582986.31,2.204610681,41.393823857,2023-11-05 06:00:00
2023S006548    ,Sants-Montjuïc,la Marina de Port,Corts Catalanes,Sunday,2023,11,November,5,Night,,Not caused by the pedestrian,Car,Woman,40,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427857.18,4579829.6,2.1362977,41.364897589,2023-11-05 00:00:00
2023S006552    ,Les Corts,la Maternitat i Sant Ramon,Blanca,Sunday,2023,11,November,5,Afternoon,,Disobeying the traffic light signal,Veh. mobilitat personal amb motor,Woman,76,Pedestrian,En pas regulat per semàfor,Leisure and entertainment,Unknown,Minor injury: Hospitalization up to 24 hours,426626.85,4581292.09,2.121411776,41.377958412,2023-11-05 14:00:00
2023S006553    ,Nou Barris,Canyelles,Dalt (Besòs),Sunday,2023,11,November,5,Morning,,Not caused by the pedestrian,Motorcycle,Man,17,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430808.39,4588463.43,2.170592827,41.442918895,2023-11-05 13:00:00
2023S006554    ,Nou Barris,Porta,Pintor Alsamora,Sunday,2023,11,November,5,Afternoon,,Not caused by the pedestrian,Car,Woman,35,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431788.2,4587509.78,2.182428552,41.4344136,2023-11-05 14:00:00
2023S006555    ,Sant Martí,la Vila Olímpica del Poblenou,Doctor Trueta,Sunday,2023,11,November,5,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,39,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,432592.28,4582626.29,2.19259629,41.390497358,2023-11-05 17:00:00
2023S006556    ,Sant Martí,el Clot,Independència,Sunday,2023,11,November,5,Afternoon,,Disobeying the traffic light signal,Motorcycle,Man,55,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431961.38,4584443.97,2.184846297,41.40681553,2023-11-05 18:00:00
2023S006558    ,Eixample,l'Antiga Esquerra de l'Eixample,París,Sunday,2023,11,November,5,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,65,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,428983.64,4582689.63,2.149429527,41.390757138,2023-11-05 17:00:00
2023S006559    ,Eixample,el Fort Pienc,Corts Catalanes,Sunday,2023,11,November,5,Afternoon,,Not caused by the pedestrian,Car,Man,22,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431843.45,4583785.44,2.183509686,41.40087435,2023-11-05 21:00:00
2023S006560    ,Ciutat Vella,el Barri Gòtic,Rambla,Monday,2023,11,November,6,Night,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,37,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431001.46,4581584.33,2.173688733,41.380977753,2023-11-06 03:00:00
2023S006562    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Folgueroles,Monday,2023,11,November,6,Morning,,Not caused by the pedestrian,Motorcycle,Man,69,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,427845.45,4584650.51,2.135582977,41.408316643,2023-11-06 07:00:00
2023S006563    ,Sant Andreu,el Bon Pastor,Litoral (Besòs),Monday,2023,11,November,6,Morning,,Not caused by the pedestrian,Motorcycle,Man,26,Driver,Desconegut,Unknown,Commuting,Minor injury: Medical assistance at accident site,433694.47,4588647.61,2.205118172,41.444821434,2023-11-06 08:00:00
2023S006564    ,Sant Martí,el Besòs i el Maresme,Sant Ramon de Penyafort,Monday,2023,11,November,6,Morning,,Not caused by the pedestrian,Ciclomotor,Man,29,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,434942.85,4585182.09,2.220434622,41.413710581,2023-11-06 07:00:00
2023S006565    ,Sant Andreu,la Trinitat Vella,B-10 (Llobregat),Monday,2023,11,November,6,Morning,,Not caused by the pedestrian,Motorcycle,Man,24,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432733.6,4589151.61,2.193560321,41.449280805,2023-11-06 09:00:00
2023S006566    ,Sant Martí,el Parc i la Llacuna del Poblenou,Tànger,Monday,2023,11,November,6,Morning,,Not caused by the pedestrian,Furgoneta,Man,39,Driver,Desconegut,Unknown,On a mission,Minor injury: Hospitalization up to 24 hours,432348.34,4583709.18,2.189557698,41.400230163,2023-11-06 11:00:00
2023S006567    ,Horta-Guinardó,el Carmel,Serrallonga,Monday,2023,11,November,6,Morning,,Not caused by the pedestrian,Motorcycle,Woman,46,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,429456.07,4586738.45,2.154607548,41.427264958,2023-11-06 11:00:00
2023S006570    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Besòs),Monday,2023,11,November,6,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,47,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,426972.87,4584864.31,2.125118346,41.410163403,2023-11-06 15:00:00
2023S006571    ,Eixample,la Dreta de l'Eixample,Diagonal,Monday,2023,11,November,6,Morning,,Not caused by the pedestrian,Bicicleta,Man,20,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430850.64,4583648.78,2.171649369,41.399558676,2023-11-06 13:00:00
2023S006572    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Ganduxer,Monday,2023,11,November,6,Morning,,Not caused by the pedestrian,Autobús articulat,Woman,59,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427714.85,4583654.89,2.134139547,41.399337763,2023-11-06 12:00:00
2023S006573    ,Sants-Montjuïc,la Marina del Prat Vermell,29 del BZ (No Oficial),Monday,2023,11,November,6,Morning,,Not caused by the pedestrian,Car,Woman,31,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427128.37,4576711.44,2.127959214,41.336747713,2023-11-06 12:00:00
2023S006574    ,Eixample,la Sagrada Família,Sardenya,Monday,2023,11,November,6,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,30,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431264.72,4583795.85,2.176585763,41.400918815,2023-11-06 14:00:00
2023S006575    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Tibidabo,Monday,2023,11,November,6,Afternoon,,Not caused by the pedestrian,Bus,Woman,45,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427926.95,4584909.89,2.136527067,41.410660087,2023-11-06 17:00:00
2023S006576    ,Horta-Guinardó,el Guinardó,Torre dels Pardals,Monday,2023,11,November,6,Afternoon,,Not caused by the pedestrian,Car,Woman,86,Pedestrian,En pas sense regular,Leisure and entertainment,Unknown,Serious injury: Hospitalization over 24 hours,431391.39,4586098.81,2.177839703,41.421671662,2023-11-06 20:00:00
2023S006577    ,Eixample,Sant Antoni,Sant Antoni,Monday,2023,11,November,6,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,45,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430167.8,4581972.09,2.163674889,41.384398224,2023-11-06 18:00:00
2023S006578    ,Gràcia,Vallcarca i els Penitents,Ca l'Alegre,Monday,2023,11,November,6,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,27,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428022.17,4585473.76,2.137599123,41.415747166,2023-11-06 21:00:00
2023S006579    ,Horta-Guinardó,la Vall d'Hebron,Estatut de Catalunya,Monday,2023,11,November,6,Afternoon,,Not caused by the pedestrian,Car,Woman,23,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,429294.85,4587545.08,2.152583869,41.434515762,2023-11-06 21:00:00
2023S006580    ,Ciutat Vella,la Barceloneta,Litoral (Besòs),Monday,2023,11,November,6,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,54,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,432004.03,4581708.23,2.185663873,41.382179091,2023-11-06 19:00:00
2023S006581    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Balmes,Tuesday,2023,11,November,7,Morning,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,48,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,428705.86,4583951.9,2.145958577,41.402101348,2023-11-07 07:00:00
2023S006582    ,Nou Barris,les Roquetes,Dalt (Besòs),Tuesday,2023,11,November,7,Morning,,Not caused by the pedestrian,Motorcycle,Man,31,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,431529.78,4588779.95,2.179191726,41.445831557,2023-11-07 08:00:00
2023S006583    ,Eixample,el Fort Pienc,Alí Bei,Tuesday,2023,11,November,7,Morning,,Disobeying the traffic light signal,Taxi,Man,59,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Medical assistance at accident site,431672.84,4583033.69,2.181553736,41.394089068,2023-11-07 09:00:00
2023S006584    ,Eixample,la Sagrada Família,Lepant,Tuesday,2023,11,November,7,Morning,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,24,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430901.11,4584569.96,2.172147857,41.407859788,2023-11-07 11:00:00
2023S006585    ,Les Corts,la Maternitat i Sant Ramon,Sabino Arana,Tuesday,2023,11,November,7,Morning,,Not caused by the pedestrian,Bicicleta,Woman,22,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,426715.33,4582243.37,2.122354674,41.386534273,2023-11-07 12:00:00
2023S006586    ,Gràcia,Vallcarca i els Penitents,Esteve Terradas,Tuesday,2023,11,November,7,Morning,,Not caused by the pedestrian,Car,Man,18,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428188.15,4585368.0,2.139597562,41.414809487,2023-11-07 09:00:00
2023S006587    ,Sant Martí,Provençals del Poblenou,Espronceda,Tuesday,2023,11,November,7,Morning,,Not caused by the pedestrian,Motorcycle,Man,60,Driver,Desconegut,Unknown,Unknown,Serious injury: Hospitalization over 24 hours,433092.71,4584796.53,2.198341497,41.410085958,2023-11-07 11:00:00
2023S006588    ,Sant Andreu,el Bon Pastor,Sant Adrià,Tuesday,2023,11,November,7,Morning,,Not caused by the pedestrian,Autobús articulat,Man,77,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433835.23,4587717.51,2.206905002,41.436455925,2023-11-07 13:00:00
2023S006589    ,Ciutat Vella,el Raval,Portal de Santa Madrona,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,70,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431141.53,4581056.3,2.175423758,41.376233939,2023-11-07 14:00:00
2023S006590    ,Horta-Guinardó,el Guinardó,Telègraf,Tuesday,2023,11,November,7,Morning,,Not caused by the pedestrian,Ciclomotor,Woman,30,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431107.92,4585559.27,2.17450926,41.416787938,2023-11-07 11:00:00
2023S006591    ,Sant Martí,la Vila Olímpica del Poblenou,Arquitecte Sert,Tuesday,2023,11,November,7,Morning,,Not caused by the pedestrian,Bicicleta,Man,21,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433218.09,4582540.82,2.200090474,41.389779785,2023-11-07 11:00:00
2023S006592    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Llobregat),Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,40,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428022.17,4585473.76,2.137599123,41.415747166,2023-11-07 16:00:00
2023S006593    ,Horta-Guinardó,la Font d'en Fargues,Ciències,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,46,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,429768.54,4586546.08,2.158369151,41.425559752,2023-11-07 16:00:00
2023S006594    ,Eixample,l'Antiga Esquerra de l'Eixample,València,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,27,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,429884.33,4582651.67,2.160206206,41.390494311,2023-11-07 16:00:00
2023S006595    ,Sarrià-Sant Gervasi,Sarrià,Cardenal Vives i Tutó,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,50,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,426428.01,4583056.18,2.118819794,41.393828666,2023-11-07 14:00:00
2023S006596    ,Gràcia,la Vila de Gràcia,Gràcia,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,68,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429831.32,4583321.36,2.159494571,41.396521359,2023-11-07 21:00:00
2023S006597    ,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,56,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429329.27,4582120.65,2.153629683,41.385662989,2023-11-07 16:00:00
2023S006598    ,Sant Andreu,Sant Andreu,Meridiana,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,51,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,432163.17,4588427.75,2.186813122,41.442713221,2023-11-07 17:00:00
2023S006599    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,31,Passenger,Desconegut,Unknown,Unknown,Minor injury: Refused medical assistance,429322.77,4582932.42,2.15345718,41.392973752,2023-11-07 20:00:00
2023S006600    ,Sant Martí,el Parc i la Llacuna del Poblenou,Bolívia,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,46,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,432328.1,4583858.49,2.18929889,41.401573252,2023-11-07 18:00:00
2023S006601    ,Horta-Guinardó,Sant Genís dels Agudells,Dalt (Besòs),Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,22,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,428389.44,4586359.41,2.141888429,41.423756676,2023-11-07 19:00:00
2023S006602    ,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Sarrià a Vallvidrera,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Bicicleta,Man,40,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,425251.31,4585098.12,2.104493661,41.412110873,2023-11-07 15:00:00
2023S006603    ,Sant Martí,Provençals del Poblenou,Espronceda,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,26,Driver,Desconegut,Unknown,Other activities,Minor injury: Medical assistance at accident site,433092.71,4584796.53,2.198341497,41.410085958,2023-11-07 18:00:00
2023S006605    ,Sant Martí,el Parc i la Llacuna del Poblenou,Àvila,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,28,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,432467.64,4583701.57,2.190985598,41.400171656,2023-11-07 14:00:00
2023S006606    ,Sants-Montjuïc,la Bordeta,Corts Catalanes,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,17,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,427849.83,4579911.76,2.13620005,41.365636917,2023-11-07 18:00:00
2023S006607    ,Les Corts,la Maternitat i Sant Ramon,Diagonal,Wednesday,2023,11,November,8,Morning,,Not caused by the pedestrian,Motorcycle,Woman,20,Passenger,Desconegut,Unknown,Unknown,Serious injury: Hospitalization over 24 hours,425960.02,4582013.56,2.113349923,41.384395273,2023-11-08 07:00:00
2023S006608    ,Sants-Montjuïc,el Poble-sec,Exposició,Wednesday,2023,11,November,8,Morning,,Disobeying the traffic light signal,Car,Man,4,Pedestrian,En pas regulat per semàfor,Student heading to an educational center,Unknown,Minor injury: Refused medical assistance,430240.09,4580456.93,2.164713885,41.370757905,2023-11-08 07:00:00
2023S006609    ,Eixample,la Nova Esquerra de l'Eixample,Roma,Wednesday,2023,11,November,8,Morning,,Disobeying the traffic light signal,Motorcycle,Woman,31,Driver,En pas regulat per semàfor,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,428666.7,4581674.2,2.14575855,41.38158346,2023-11-08 08:00:00
2023S006610    ,Les Corts,les Corts,Numància,Tuesday,2023,11,November,7,Afternoon,,Not caused by the pedestrian,Bicicleta,Man,19,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427575.97,4582577.49,2.13260725,41.389621548,2023-11-07 19:00:00
2023S006611    ,Nou Barris,la Guineueta,Caçador,Wednesday,2023,11,November,8,Morning,,Not caused by the pedestrian,Car,Woman,76,Pedestrian,En pas regulat per semàfor,Leisure and entertainment,Unknown,Minor injury: Medical assistance at accident site,430471.16,4588315.38,2.166573355,41.441556316,2023-11-08 09:00:00
2023S006612    ,Les Corts,les Corts,Comtes de Bell-lloc,Wednesday,2023,11,November,8,Morning,,Not caused by the pedestrian,Motorcycle,Man,44,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427859.16,4581784.58,2.1360886,41.38250557,2023-11-08 07:00:00
2023S006613    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Wednesday,2023,11,November,8,Morning,,Not caused by the pedestrian,Car,Man,41,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429649.26,4582966.26,2.15735821,41.393307179,2023-11-08 09:00:00
2023S006614    ,Sant Martí,el Poblenou,Litoral (Besòs),Wednesday,2023,11,November,8,Morning,,Not caused by the pedestrian,Motorcycle,Woman,45,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,433689.13,4583118.93,2.205660776,41.395025683,2023-11-08 09:00:00
2023S006615    ,Sant Andreu,el Bon Pastor,Potosí,Wednesday,2023,11,November,8,Morning,,Not caused by the pedestrian,Motorcycle,Man,35,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,433549.93,4588484.57,2.20340596,41.443341026,2023-11-08 10:00:00
2023S006616    ,Ciutat Vella,la Barceloneta,Joan Borbó Comte Barcelona,Wednesday,2023,11,November,8,Morning,,Not caused by the pedestrian,Motorcycle,Woman,68,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432235.85,4581225.0,2.18849017,41.377846328,2023-11-08 12:00:00
2023S006617    ,Eixample,la Dreta de l'Eixample,Diagonal,Wednesday,2023,11,November,8,Morning,,Not caused by the pedestrian,Motorcycle,Woman,34,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,429611.29,4583250.11,2.156871059,41.395860394,2023-11-08 12:00:00
2023S006618    ,Eixample,la Sagrada Família,Consell de Cent,Wednesday,2023,11,November,8,Morning,,Not caused by the pedestrian,Bicicleta,Woman,56,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,431646.63,4583986.73,2.181132592,41.402670591,2023-11-08 10:00:00
2023S006619    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Selva de Mar,Wednesday,2023,11,November,8,Morning,,Not caused by the pedestrian,Motorcycle,Man,35,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,434425.88,4584253.8,2.214350031,41.405307653,2023-11-08 08:00:00
